,销方单位代号
A03188,1
A04031,1
A06596,1
A04099,1
A10469,1
A02791,1
A02802,1
A01134,1
A02550,1
A05659,1
A00703,1
A04902,1
A11423,1
A08901,1
A01975,1
A03149,1
A02557,1
A05637,1
A13806,1
A10131,1
A01845,1
A07300,1
A11471,1
A09088,1
A10944,1
A12738,1
A10598,1
A11596,1
A13934,1
A03343,1
A06471,1
A07680,1
A05466,1
A06237,1
A09563,1
A02809,1
A12545,1
A01642,1
A03534,1
A10350,1
A05913,1
A03584,1
A05317,1
A11162,1
A04144,1
A06585,1
A03448,1
A10566,1
A00161,1
A00244,1
A08085,1
A03063,1
A13120,1
A10628,1
A04984,1
A04494,1
A04270,1
A12979,1
A08990,1
A05480,1
A13548,1
A03880,1
A07330,1
A12978,1
A02233,1
A08458,1
A13178,1
A05080,1
A01383,1
A10778,1
A10467,1
A02221,1
A05670,1
A00496,1
A12956,1
A03235,1
A12504,1
A04626,1
A01649,1
A02134,1
A01135,1
A02180,1
A13903,1
A05602,1
A06335,1
A02651,1
A10860,1
A06017,1
A02987,1
A04667,1
A01034,1
A06014,1
A08051,1
A11262,1
A02628,1
A01738,1
A11242,1
A09587,1
A11491,1
A06160,1
A12261,1
A12306,1
A01901,1
A02275,1
A07711,1
A01109,1
A07275,1
A11732,1
A08071,1
A05383,1
A11997,1
A07075,1
A11942,1
A02049,1
A01933,1
A09174,1
A05428,1
A07271,1
A04601,1
A02135,1
A02169,1
A01252,1
A11429,1
A02125,1
A01541,1
A01368,1
A07178,1
A00631,1
A01179,1
A00492,1
A01117,1
A03089,1
A11694,1
A13019,1
A11383,1
A13918,1
A00684,1
A07377,1
A11589,1
A00670,1
A07963,1
A12959,1
A11399,1
A01131,1
A11131,1
A06996,1
A13006,1
A05181,1
A07183,1
A09841,1
A09853,1
A11269,1
A07327,1
A05965,1
A12391,1
A10278,1
A01825,1
A13027,1
A07190,1
A04792,1
A01772,1
A09187,1
A04486,1
A01099,1
A11301,1
A06654,1
A02085,1
A13853,1
A07357,1
A03945,1
A00043,1
A00644,1
A10126,1
A13014,1
A06073,1
A10776,1
A13884,1
A07591,1
A06401,1
A05293,1
A03322,1
A02157,1
A06123,1
A08008,1
A08485,1
A13603,1
A05631,1
A09424,1
A00507,1
A10300,1
A00728,1
A07815,1
A06106,1
A13088,1
A09730,1
A00941,1
A01614,1
A02406,1
A05081,1
A12294,1
A04738,1
A12719,1
A12635,1
A01015,1
A10416,1
A08296,1
A06021,1
A05305,1
A02952,1
A08825,1
A11294,1
A05318,1
A06182,1
A05873,1
A10408,1
A04633,1
A10516,1
A00143,1
A01673,1
A13629,1
A05764,1
A13633,1
A08048,1
A12779,1
A04147,1
A13718,1
A11481,1
A13520,1
A10377,1
A03193,1
A06037,1
A10800,1
A01595,1
A09941,1
A03315,1
A07454,1
A00134,1
A00750,1
A13004,1
A09781,1
A10430,1
A04453,1
A13255,1
A02238,1
A11457,1
A03389,1
A11857,1
A12198,1
A08380,1
A00251,1
A08098,1
A13756,1
A05035,1
A01757,1
A01163,1
A04611,1
A09805,1
A08306,1
A05315,1
A01412,1
A13133,1
A00849,1
A05025,1
A12063,1
A05586,1
A03446,1
A02017,1
A04118,1
A12964,1
A04789,1
A08601,1
A06445,1
A12935,1
A08196,1
A11534,1
A09887,1
A09636,1
A01054,1
A13562,1
A01145,1
A12104,1
A13939,1
A00285,1
A07795,1
A00214,1
A03294,1
A11509,1
A13924,1
A02306,1
A03605,1
A05760,1
A08500,1
A08675,1
A04443,1
A00250,1
A08072,1
A07378,1
A10486,1
A11463,1
A13511,1
A02328,1
A12335,1
A13067,1
A10458,1
A05336,1
A07438,1
A09637,1
A09467,1
A09953,1
A02075,1
A07349,1
A10601,1
A00717,1
A03536,1
A00122,1
A11488,1
A03674,1
A03413,1
A05759,1
A11175,1
A00547,1
A03299,1
A13326,1
A05782,1
A12780,1
A00626,1
A10112,1
A03977,1
A02034,1
A04759,1
A05338,1
A12718,1
A01862,1
A11906,1
A02513,1
A01058,1
A11466,1
A12549,1
A12832,1
A10359,1
A01604,1
A04271,1
A12693,1
A11295,1
A00377,1
A06098,1
A09139,1
A08803,1
A12671,1
A01833,1
A04940,1
A08324,1
A00551,1
A08505,1
A12818,1
A06176,1
A03867,1
A13746,1
A09465,1
A05622,1
A07792,1
A06162,1
A05178,1
A04387,1
A00452,1
A12613,1
A09119,1
A08946,1
A05884,1
A04331,1
A09727,1
A07246,1
A09300,1
A04030,1
A07737,1
A03853,1
A04803,1
A05555,1
A06262,1
A11088,1
A06500,1
A12216,1
A09395,1
A01823,1
A02777,1
A04188,1
A13505,1
A10527,1
A08972,1
A07074,1
A05368,1
A13866,1
A10372,1
A11713,1
A01745,1
A12083,1
A13911,1
A12778,1
A04306,1
A09320,1
A13737,1
A05222,1
A01624,1
A00954,1
A01393,1
A10965,1
A00491,1
A07013,1
A03731,1
A04355,1
A09848,1
A02787,1
A13126,1
A13096,1
A11657,1
A02092,1
A00460,1
A03870,1
A07186,1
A04812,1
A02485,1
A00920,1
A02508,1
A12114,1
A03958,1
A09641,1
A05570,1
A13032,1
A04664,1
A05107,1
A10540,1
A01696,1
A13260,1
A03103,1
A06769,1
A00637,1
A07958,1
A04227,1
A04745,1
A12547,1
A13194,1
A05687,1
A07210,1
A11902,1
A06797,1
A04815,1
A03190,1
A11037,1
A11557,1
A09515,1
A08542,1
A05101,1
A01150,1
A07861,1
A03285,1
A12220,1
A11410,1
A00054,1
A10547,1
A12920,1
A01293,1
A02168,1
A11233,1
A05206,1
A13612,1
A09445,1
A11130,1
A03981,1
A08285,1
A09645,1
A05002,1
A11558,1
A12915,1
A09023,1
A08689,1
A01721,1
A00090,1
A05245,1
A08289,1
A03649,1
A10007,1
A09488,1
A04682,1
A04373,1
A10103,1
A05557,1
A00956,1
A08034,1
A01183,1
A00673,1
A13582,1
A09394,1
A04009,1
A03838,1
A06956,1
A11393,1
A04495,1
A08994,1
A10447,1
A00271,1
A05767,1
A13301,1
A05193,1
A12862,1
A08822,1
A11051,1
A03081,1
A07662,1
A05580,1
A07152,1
A01490,1
A09942,1
A11108,1
A00550,1
A05400,1
A12742,1
A04731,1
A12707,1
A10889,1
A08667,1
A10859,1
A04116,1
A03276,1
A11033,1
A08503,1
A12769,1
A01726,1
A07997,1
A07791,1
A06331,1
A02143,1
A00950,1
A03354,1
A05156,1
A09613,1
A03479,1
A02045,1
A00231,1
A10310,1
A03371,1
A04683,1
A01476,1
A06490,1
A13490,1
A12734,1
A10797,1
A04272,1
A03748,1
A13678,1
A11139,1
A04058,1
A01384,1
A13897,1
A08575,1
A08437,1
A09145,1
A00968,1
A00986,1
A04775,1
A04330,1
A11759,1
A02961,1
A01284,1
A12025,1
A10218,1
A10515,1
A04898,1
A05072,1
A13846,1
A11545,1
A12748,1
A13925,1
A08165,1
A05690,1
A04574,1
A04889,1
A05898,1
A12594,1
A08266,1
A09676,1
A13909,1
A04647,1
A00581,1
A08170,1
A10604,1
A01622,1
A12441,1
A07111,1
A01983,1
A01439,1
A01599,1
A13926,1
A13131,1
A00885,1
A11952,1
A00485,1
A13685,1
A09018,1
A10324,1
A09924,1
A10478,1
A02874,1
A01209,1
A12874,1
A12579,1
A10041,1
A10355,1
A01773,1
A08670,1
A08934,1
A10989,1
A03948,1
A01832,1
A11352,1
A11230,1
A09869,1
A08049,1
A13930,1
A12804,1
A12345,1
A06020,1
A04297,1
A04652,1
A05633,1
A08840,1
A08723,1
A05677,1
A01248,1
A12982,1
A06219,1
A01027,1
A09723,1
A09460,1
A12003,1
A03399,1
A09431,1
A12902,1
A10508,1
A01257,1
A00601,1
A10549,1
A13916,1
A12442,1
A08226,1
A02231,1
A08320,1
A05267,1
A03904,1
A07894,1
A05668,1
A11212,1
A08455,1
A08274,1
A07047,1
A12247,1
A03535,1
A13017,1
A09978,1
A01704,1
A11279,1
A04359,1
A04232,1
A13068,1
A11125,1
A10634,1
A01613,1
A13781,1
A06771,1
A00841,1
A07709,1
A02532,1
A04598,1
A03997,1
A10248,1
A02256,1
A05275,1
A04712,1
A09803,1
A07095,1
A12901,1
A03293,1
A01546,1
A00203,1
A07502,1
A05023,1
A02007,1
A11671,1
A13283,1
A06726,1
A03976,1
A01902,1
A08140,1
A01895,1
A01112,1
A03036,1
A00034,1
A13430,1
A04448,1
A13760,1
A12576,1
A01364,1
A05281,1
A05834,1
A01176,1
A07112,1
A12646,1
A00962,1
A10315,1
A11333,1
A13033,1
A01226,1
A02022,1
A03033,1
A01666,1
A01670,1
A00256,1
A03359,1
A09828,1
A00433,1
A13711,1
A13318,1
A12836,1
A09410,1
A09071,1
A08962,1
A13035,1
A10554,1
A08714,1
A09365,1
A01083,1
A05219,1
A00380,1
A01356,1
A04709,1
A04490,1
A08717,1
A13713,1
A00392,1
A13660,1
A08150,1
A12722,1
A04692,1
A04143,1
A12898,1
A05421,1
A09806,1
A12620,1
A12154,1
A10689,1
A13362,1
A13235,1
A00430,1
A10019,1
A06199,1
A00254,1
A04642,1
A12835,1
A10620,1
A06375,1
A10339,1
A01761,1
A03430,1
A10398,1
A12170,1
A02152,1
A02372,1
A01725,1
A13242,1
A01593,1
A05051,1
A06245,1
A13482,1
A02189,1
A04411,1
A13334,1
A03798,1
A05131,1
A03849,1
A09396,1
A13416,1
A09795,1
A07819,1
A01892,1
A06733,1
A13446,1
A01245,1
A03922,1
A10514,1
A12008,1
A08023,1
A03421,1
A05859,1
A10962,1
A04969,1
A09729,1
A07956,1
A02140,1
A08642,1
A00757,1
A13325,1
A13183,1
A00338,1
A10373,1
A03564,1
A03686,1
A10182,1
A08679,1
A11870,1
A08631,1
A00061,1
A13176,1
A03387,1
A11714,1
A08771,1
A01867,1
A05726,1
A03148,1
A09550,1
A12402,1
A00407,1
A01628,1
A00508,1
A06380,1
A08028,1
A09726,1
A12233,1
A13607,1
A02692,1
A01943,1
A13920,1
A10871,1
A01198,1
A11255,1
A09311,1
A10276,1
A05445,1
A09049,1
A01262,1
A12390,1
A00209,1
A12924,1
A11038,1
A06762,1
A12299,1
A12314,1
A06078,1
A04438,1
A12056,1
A03376,1
A13857,1
A04026,1
A07862,1
A10746,1
A04329,1
A04152,1
A13471,1
A09770,1
A11895,1
A03566,1
A10269,1
A12961,1
A08342,1
A05907,1
A07425,1
A09544,1
A05516,1
A00846,1
A13595,1
A11356,1
A05835,1
A07533,1
A11619,1
A13900,1
A02084,1
A00267,1
A00501,1
A04307,1
A05649,1
A04806,1
A07206,1
A02247,1
A05036,1
A02677,1
A01669,1
A08329,1
A04487,1
A10973,1
A09678,1
A12873,1
A08828,1
A03416,1
A03791,1
A05291,1
A05769,1
A03682,1
A01126,1
A13046,1
A02131,1
A07886,1
A13495,1
A07060,1
A13699,1
A05074,1
A06786,1
A05611,1
A13310,1
A05344,1
A11199,1
A11100,1
A07669,1
A00675,1
A03617,1
A04673,1
A02174,1
A09872,1
A07811,1
A05858,1
A09357,1
A00794,1
A06234,1
A09556,1
A08343,1
A03099,1
A04698,1
A05452,1
A00052,1
A07510,1
A07646,1
A06208,1
A00957,1
A04221,1
A10560,1
A02766,1
A01713,1
A00848,1
A04327,1
A01963,1
A13937,1
A11550,1
A02644,1
A05048,1
A08560,1
A05328,1
A12065,1
A01253,1
A10996,1
A13336,1
A09857,1
A06366,1
A13263,1
A10236,1
A10975,1
A07062,1
A00518,1
A05548,1
A12556,1
A04729,1
A08645,1
A11551,1
A04778,1
A03971,1
A10117,1
A04123,1
A03955,1
A09582,1
A00163,1
A09314,1
A12519,1
A07207,1
A12260,1
A10991,1
A08754,1
A06619,1
A04561,1
A08955,1
A00991,1
A01193,1
A12596,1
A04450,1
A04431,1
A10512,1
A01675,1
A03241,1
A05215,1
A02173,1
A05022,1
A13941,1
A07179,1
A01391,1
A04512,1
A02915,1
A11757,1
A04196,1
A06022,1
A13483,1
A11570,1
A11720,1
A02897,1
A11510,1
A09533,1
A00136,1
A01340,1
A05746,1
A00247,1
A13506,1
A10299,1
A03833,1
A10346,1
A13904,1
A12268,1
A12755,1
A01475,1
A06551,1
A13512,1
A03937,1
A04838,1
A01392,1
A13942,1
A11347,1
A01059,1
A09693,1
A10347,1
A12503,1
A11391,1
A11239,1
A02176,1
A10509,1
A13651,1
A01786,1
A11099,1
A12385,1
A01841,1
A13854,1
A06502,1
A10037,1
A00451,1
A00219,1
A00828,1
A12124,1
A11476,1
A00279,1
A01338,1
A13703,1
A01238,1
A04866,1
A02185,1
A10660,1
A07172,1
A01040,1
A11240,1
A10621,1
A11592,1
A05187,1
A12080,1
A02232,1
A00428,1
A13308,1
A00153,1
A09832,1
A01987,1
A03806,1
A09935,1
A03335,1
A03913,1
A09815,1
A03636,1
A01935,1
A05371,1
A12242,1
A10341,1
A11229,1
A08444,1
A12396,1
A12000,1
A08009,1
A02640,1
A01575,1
A05416,1
A04397,1
A01681,1
A03183,1
A12439,1
A13112,1
A02768,1
A08066,1
A06511,1
A10499,1
A13423,1
A06649,1
A12436,1
A12793,1
A07396,1
A13184,1
A09338,1
A13513,1
A12659,1
A12295,1
A04721,1
A10525,1
A08737,1
A12686,1
A09810,1
A11593,1
A02947,1
A03449,1
A07971,1
A06716,1
A13864,1
A10497,1
A00026,1
A04998,1
A13192,1
A04440,1
A01197,1
A11143,1
A03167,1
A12614,1
A07941,1
A05741,1
A05018,1
A11018,1
A03480,1
A10258,1
A00862,1
A01797,1
A11231,1
A07125,1
A13809,1
A11226,1
A06076,1
A04854,1
A08540,1
A04944,1
A05189,1
A03019,1
A07278,1
A04246,1
A06316,1
A09077,1
A06672,1
A00146,1
A02447,1
A06574,1
A12361,1
A09386,1
A13093,1
A08338,1
A07732,1
A00259,1
A05657,1
A00058,1
A06905,1
A10606,1
A10293,1
A09919,1
A03074,1
A05766,1
A12404,1
A03441,1
A01129,1
A00071,1
A13013,1
A07153,1
A09419,1
A05574,1
A05369,1
A02583,1
A13136,1
A00378,1
A03129,1
A12923,1
A12666,1
A00189,1
A04718,1
A06171,1
A03819,1
A02521,1
A00127,1
A05354,1
A11760,1
A13244,1
A10987,1
A13913,1
A03358,1
A11777,1
A11523,1
A13401,1
A10123,1
A05639,1
A07529,1
A11907,1
A05853,1
A07292,1
A10364,1
A00165,1
A12607,1
A13636,1
A00093,1
A03734,1
A02971,1
A08513,1
A00744,1
A10663,1
A07598,1
A11572,1
A13922,1
A02089,1
A00100,1
A04509,1
A09321,1
A02438,1
A07487,1
A04183,1
A09399,1
A10818,1
A00471,1
A07892,1
A01244,1
A09118,1
A08702,1
A08336,1
A08402,1
A07920,1
A00871,1
A02737,1
A12967,1
A09799,1
A11118,1
A02935,1
A05214,1
A04365,1
A07628,1
A13658,1
A06625,1
A10152,1
A13554,1
A03247,1
A09215,1
A05013,1
A02386,1
A07986,1
A02536,1
A12912,1
A02934,1
A07738,1
A02105,1
A10451,1
A01325,1
A13179,1
A09353,1
A04391,1
A10429,1
A12700,1
A13637,1
A06289,1
A12627,1
A08487,1
A08866,1
A05828,1
A05195,1
A03418,1
A00140,1
A09427,1
A05249,1
A10229,1
A04977,1
A00774,1
A11612,1
A02519,1
A01489,1
A10665,1
A00303,1
A07370,1
A10546,1
A00979,1
A12736,1
A05800,1
A06152,1
A09015,1
A06439,1
A11366,1
A13955,1
A05894,1
A12661,1
A03390,1
A02115,1
A06189,1
A04662,1
A11029,1
A11485,1
A12984,1
A10534,1
A08893,1
A06714,1
A07415,1
A00055,1
A10727,1
A10492,1
A09165,1
A02184,1
A05568,1
A04267,1
A03267,1
A12507,1
A13243,1
A01988,1
A02002,1
A05144,1
A11120,1
A13786,1
A05721,1
A11474,1
A12131,1
A10423,1
A09541,1
A01551,1
A12459,1
A13676,1
A11203,1
A11401,1
A04817,1
A03135,1
A00504,1
A10160,1
A13488,1
A11436,1
A09272,1
A07258,1
A13954,1
A10004,1
A04842,1
A01577,1
A06807,1
A06307,1
A05294,1
A03893,1
A02898,1
A08938,1
A10214,1
A08677,1
A13560,1
A10734,1
A13180,1
A12723,1
A02773,1
A11330,1
A13321,1
A06350,1
A12212,1
A12787,1
A13049,1
A03985,1
A06063,1
A10910,1
A02605,1
A10557,1
A10897,1
A12735,1
A00965,1
A04225,1
A01822,1
A01459,1
A00420,1
A07765,1
A05260,1
A05040,1
A08239,1
A02313,1
A10686,1
A03574,1
A11567,1
A08105,1
A04254,1
A01904,1
A06261,1
A04882,1
A05805,1
A09257,1
A13573,1
A03518,1
A00977,1
A05541,1
A10344,1
A09926,1
A01787,1
A01651,1
A00446,1
A03778,1
A04964,1
A04215,1
A11116,1
A10983,1
A03797,1
A03314,1
A01525,1
A01701,1
A10487,1
A02650,1
A11903,1
A09612,1
A06639,1
A01962,1
A02352,1
A11779,1
A03790,1
A06006,1
A00084,1
A08986,1
A04224,1
A11297,1
A03871,1
A02217,1
A11435,1
A02119,1
A05765,1
A11945,1
A08082,1
A13729,1
A09711,1
A08604,1
A01816,1
A01166,1
A11566,1
A00092,1
A09797,1
A13919,1
A02356,1
A04140,1
A02804,1
A05268,1
A12867,1
A13727,1
A02236,1
A08019,1
A06201,1
A10644,1
A08440,1
A02739,1
A00808,1
A00057,1
A13641,1
A00158,1
A08824,1
A08383,1
A08013,1
A05253,1
A13141,1
A08182,1
A12449,1
A06638,1
A01537,1
A04485,1
A02079,1
A07642,1
A11693,1
A03011,1
A06137,1
A04637,1
A03396,1
A10770,1
A05349,1
A06183,1
A11023,1
A03107,1
A13816,1
A13188,1
A04913,1
A11377,1
A12022,1
A05308,1
A13644,1
A04750,1
A05718,1
A01496,1
A09555,1
A11538,1
A12227,1
A09983,1
A10392,1
A06294,1
A07078,1
A07080,1
A11764,1
A02662,1
A10511,1
A11090,1
A09690,1
A09836,1
A05089,1
A10995,1
A12007,1
A10597,1
A03738,1
A11348,1
A01912,1
A01883,1
A13265,1
A01070,1
A10143,1
A05278,1
A09313,1
A00164,1
A12284,1
A12069,1
A10966,1
A10449,1
A03279,1
A11756,1
A09458,1
A04520,1
A13960,1
A12882,1
A08172,1
A04326,1
A08215,1
A05860,1
A10385,1
A08308,1
A06083,1
A06837,1
A09390,1
A02682,1
A03641,1
A10569,1
A09289,1
A13026,1
A08676,1
A09084,1
A09446,1
A11093,1
A09758,1
A03556,1
A00396,1
A12974,1
A04182,1
A12714,1
A01485,1
A11462,1
A05778,1
A05775,1
A11877,1
A10825,1
A06105,1
A04209,1
A04156,1
A01683,1
A01631,1
A07525,1
A04655,1
A11606,1
A05019,1
A04237,1
A09640,1
A11767,1
A11722,1
A09961,1
A13852,1
A08879,1
A02423,1
A05838,1
A12582,1
A12487,1
A02254,1
A06099,1
A03472,1
A13804,1
A04870,1
A02213,1
A10816,1
A02835,1
A06353,1
A13935,1
A12511,1
A09510,1
A00329,1
A09600,1
A01932,1
A07279,1
A10561,1
A12808,1
A04556,1
A00212,1
A12907,1
A11640,1
A11031,1
A07023,1
A04737,1
A11386,1
A12153,1
A09713,1
A10654,1
A10243,1
A12872,1
A08666,1
A07826,1
A07798,1
A08578,1
A10976,1
A04458,1
A02424,1
A11138,1
A11831,1
A06325,1
A04036,1
A05135,1
A05683,1
A13187,1
A11752,1
A12051,1
A00918,1
A03122,1
A03115,1
A10022,1
A05091,1
A06249,1
A05945,1
A01569,1
A00169,1
A05386,1
A06492,1
A13293,1
A05003,1
A13207,1
A11521,1
A09319,1
A04160,1
A07954,1
A03523,1
A12796,1
A10585,1
A07356,1
A12641,1
A13434,1
A11367,1
A00951,1
A07168,1
A12931,1
A03993,1
A05521,1
A09025,1
A01779,1
A12538,1
A10600,1
A12865,1
A13449,1
A10687,1
A07032,1
A12337,1
A13687,1
A05787,1
A06190,1
A07853,1
A12028,1
A12548,1
A04751,1
A13485,1
A13220,1
A01493,1
A01931,1
A09746,1
A13215,1
A05892,1
A12991,1
A05493,1
A07951,1
A00652,1
A05755,1
A11899,1
A12781,1
A06081,1
A05226,1
A11048,1
A05813,1
A08863,1
A13445,1
A11816,1
A09275,1
A04386,1
A11820,1
A08623,1
A11381,1
A05129,1
A12331,1
A08052,1
A09677,1
A01357,1
A12231,1
A13575,1
A03809,1
A05398,1
A02358,1
A04207,1
A09136,1
A00905,1
A06569,1
A00955,1
A11719,1
A04535,1
A03663,1
A02455,1
A13107,1
A04514,1
A09747,1
A03445,1
A02712,1
A06804,1
A09763,1
A01307,1
A13376,1
A12053,1
A10811,1
A12133,1
A08838,1
A08087,1
A08877,1
A00181,1
A12845,1
A01518,1
A03233,1
A13953,1
A00125,1
A07553,1
A06227,1
A05457,1
A04201,1
A10088,1
A10650,1
A06497,1
A04546,1
A03139,1
A05169,1
A13774,1
A00600,1
A13266,1
A07895,1
A11342,1
A03886,1
A03634,1
A13740,1
A13775,1
A08465,1
A06760,1
A11247,1
A01234,1
A02936,1
A10607,1
A08897,1
A02120,1
A13154,1
A08424,1
A11245,1
A13936,1
A10130,1
A11665,1
A03951,1
A12922,1
A10457,1
A09429,1
A02560,1
A11750,1
A03608,1
A13271,1
A05776,1
A07217,1
A01771,1
A07216,1
A08966,1
A09855,1
A04390,1
A02179,1
A05583,1
A06898,1
A11749,1
A06157,1
A01235,1
A10298,1
A09791,1
A07833,1
A05736,1
A13524,1
A05506,1
A11631,1
A06305,1
A05693,1
A03496,1
A08684,1
A01737,1
A07385,1
A02764,1
A03862,1
A09293,1
A03651,1
A06845,1
A02540,1
A01898,1
A04170,1
A07707,1
A00948,1
A00085,1
A11968,1
A01993,1
A06939,1
A10197,1
A02053,1
A06798,1
A05671,1
A12024,1
A08323,1
A11480,1
A11043,1
A05436,1
A07834,1
A02086,1
A10772,1
A13501,1
A07801,1
A09933,1
A08907,1
A07110,1
A01348,1
A01973,1
A00642,1
A02106,1
A12009,1
A12057,1
A08518,1
A03092,1
A11526,1
A03300,1
A06877,1
A05947,1
A04532,1
A01471,1
A10340,1
A10110,1
A09039,1
A06800,1
A13071,1
A00205,1
A01225,1
A11153,1
A03775,1
A09756,1
A08528,1
A00677,1
A06125,1
A06128,1
A03866,1
A12285,1
A08860,1
A11127,1
A08413,1
A08003,1
A12997,1
A13403,1
A12998,1
A12949,1
A11200,1
A12376,1
A08691,1
A13780,1
A13833,1
A05744,1
A03629,1
A05217,1
A12085,1
A08629,1
A08896,1
A02076,1
A08256,1
A05610,1
A03304,1
A05651,1
A01259,1
A05221,1
A01540,1
A06216,1
A01644,1
A13569,1
A11303,1
A04653,1
A12221,1
A11061,1
A13888,1
A01674,1
A10491,1
A13337,1
A03205,1
A04422,1
A09159,1
A05364,1
A03021,1
A11605,1
A01400,1
A12411,1
A12566,1
A05881,1
A06548,1
A12655,1
A11101,1
A04555,1
A07173,1
A04858,1
A07650,1
A04339,1
A04503,1
A05672,1
A04766,1
A10938,1
A08461,1
A04175,1
A01609,1
A09644,1
A07519,1
A06778,1
A02208,1
A08991,1
A01567,1
A02187,1
A12086,1
A10695,1
A01984,1
A10198,1
A10852,1
A10985,1
A02683,1
A13074,1
A05613,1
A00784,1
A07113,1
A12091,1
A08587,1
A01547,1
A04869,1
A07933,1
A06952,1
A11603,1
A12550,1
A07786,1
A10892,1
A13958,1
A12691,1
A11617,1
A08701,1
A10939,1
A04677,1
A01233,1
A12908,1
A02166,1
A00484,1
A05285,1
A02843,1
A00624,1
A04505,1
A09109,1
A13946,1
A01596,1
A10159,1
A07818,1
A05066,1
A04723,1
A13943,1
A05578,1
A09082,1
A02611,1
A02050,1
A10388,1
A10809,1
A13407,1
A10232,1
A09895,1
A11082,1
A11455,1
A13646,1
A13425,1
A00435,1
A11079,1
A06456,1
A03451,1
A00921,1
A10692,1
A13474,1
A01355,1
A12240,1
A11008,1
A07740,1
A01940,1
A10383,1
A06156,1
A03259,1
A03321,1
A13494,1
A06365,1
A13350,1
A05337,1
A10095,1
A13902,1
A05111,1
A02010,1
A01774,1
A01266,1
A05413,1
A03258,1
A11951,1
A13671,1
A09062,1
A06561,1
A10305,1
A05715,1
A11948,1
A07975,1
A02240,1
A04884,1
A07750,1
A13028,1
A06897,1
A12667,1
A13291,1
A10459,1
A06047,1
A07401,1
A11458,1
A12321,1
A09306,1
A05271,1
A11807,1
A07318,1
A06951,1
A13805,1
A10203,1
A00152,1
A11141,1
A09146,1
A03543,1
A11958,1
A00234,1
A01273,1
A01227,1
A05333,1
A08593,1
A11601,1
A05199,1
A05123,1
A02839,1
A11166,1
A05339,1
A11161,1
A12354,1
A01218,1
A06288,1
A03957,1
A08313,1
A04037,1
A07693,1
A10972,1
A04968,1
A06088,1
A10395,1
A10526,1
A11417,1
A12196,1
A13610,1
A07602,1
A04678,1
A02216,1
A01977,1
A08202,1
A09469,1
A12315,1
A03537,1
A07304,1
A00182,1
A07952,1
A06990,1
A11384,1
A12813,1
A13486,1
A04671,1
A06746,1
A06142,1
A00813,1
A09002,1
A09607,1
A11165,1
A05552,1
A05747,1
A01723,1
A00992,1
A10473,1
A06953,1
A09503,1
A05789,1
A01549,1
A09705,1
A12544,1
A11708,1
A01781,1
A11786,1
A12821,1
A13743,1
A01122,1
A07019,1
A12541,1
A11094,1
A09044,1
A11633,1
A05244,1
A00997,1
A02571,1
A08050,1
A04899,1
A09212,1
A05861,1
A09966,1
A08961,1
A12451,1
A05558,1
A01611,1
A04500,1
A11281,1
A13789,1
A09732,1
A02464,1
A10435,1
A06888,1
A00528,1
A01311,1
A11699,1
A05031,1
A13459,1
A05876,1
A10387,1
A06768,1
A03769,1
A11917,1
A00557,1
A11683,1
A07031,1
A00009,1
A05309,1
A11363,1
A05279,1
A03278,1
A11628,1
A07387,1
A01671,1
A03124,1
A03121,1
A11498,1
A12754,1
A09280,1
A00109,1
A06134,1
A00510,1
A04377,1
A06165,1
A11017,1
A06074,1
A12539,1
A05136,1
A07855,1
A05665,1
A02828,1
A07873,1
A05086,1
A08188,1
A10436,1
A06271,1
A03659,1
A00236,1
A05167,1
A04747,1
A13517,1
A01573,1
A09367,1
A13829,1
A05745,1
A10149,1
A10883,1
A06250,1
A04434,1
A12866,1
A00237,1
A01320,1
A13553,1
A05248,1
A07150,1
A05594,1
A08350,1
A01460,1
A11746,1
A04597,1
A05593,1
A08965,1
A12617,1
A05676,1
A08369,1
A13886,1
A04644,1
A12473,1
A09709,1
A07779,1
A10331,1
A12464,1
A06393,1
A03309,1
A07651,1
A01264,1
A03068,1
A04811,1
A01857,1
A13572,1
A11148,1
A00102,1
A07000,1
A11687,1
A05696,1
A09621,1
A00275,1
A05264,1
A06802,1
A08911,1
A06723,1
A13045,1
A03468,1
A03498,1
A03601,1
A10079,1
A11844,1
A10638,1
A13550,1
A02211,1
A02126,1
A13962,1
A10244,1
A11874,1
A13467,1
A10322,1
A03253,1
A07437,1
A06855,1
A09315,1
A12017,1
A02625,1
A04923,1
A13273,1
A07649,1
A00411,1
A09041,1
A10876,1
A13605,1
A09902,1
A08591,1
A03952,1
A10045,1
A04454,1
A05504,1
A05071,1
A02923,1
A13233,1
A05641,1
A12857,1
A13275,1
A01639,1
A13360,1
A11819,1
A12432,1
A00001,1
A05301,1
A04993,1
A04801,1
A01454,1
A12093,1
A13907,1
A03970,1
A11300,1
A13952,1
A08055,1
A04042,1
A13257,1
A06690,1
A03326,1
A04896,1
A00410,1
A09408,1
A04057,1
A00643,1
A13632,1
A11060,1
A05839,1
A06918,1
A11110,1
A07747,1
A03082,1
A08187,1
A05246,1
A12300,1
A00056,1
A02962,1
A12817,1
A00238,1
A08423,1
A09884,1
A09971,1
A05039,1
A08929,1
A06477,1
A12688,1
A11332,1
A13413,1
A07947,1
A08566,1
A12339,1
A04354,1
A10222,1
A13827,1
A11525,1
A07480,1
A10935,1
A06947,1
A05598,1
A01180,1
A00440,1
A07041,1
A01734,1
A01290,1
A08007,1
A09904,1
A03520,1
A03118,1
A10672,1
A07638,1
